Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskIndex
35,No,Travel_Rarely,1087,Research & Development,3,33,8,1,17,54,30,No,1,0.7876832696136323,3,Marketing,1,104,3,Female,60,1,1,Manager,Single,19130.0,20077,1,Y,No,21,3,1,40,2,30,1,4,17,5,8,9,35.175630252100845
24,Yes,Travel_Rarely,707,Sales,30,67,9,2,23,94,84,No,3,0.858983614491483,3,Technical Degree,1,105,1,Male,28,4,3,Laboratory Technician,Married,8017.0,21284,7,Y,Yes,13,2,3,40,1,29,1,3,16,6,6,5,18.511764705882353
22,No,Travel_Rarely,1175,Research & Development,16,62,4,4,11,71,77,Yes,3,0.5392022552862586,1,Medical,1,106,3,Female,18,1,2,Sales Executive,Married,14326.0,23384,3,Y,No,10,2,2,40,1,34,4,2,2,1,13,11,19.994117647058825
26,No,Travel_Frequently,193,Sales,5,47,3,1,27,13,34,No,3,0.7925244379026717,4,Life Sciences,1,107,1,Male,24,4,2,Human Resources,Single,3156.0,22218,9,Y,No,15,4,3,40,2,26,4,4,9,3,14,9,27.185714285714287
47,No,Travel_Rarely,1144,Sales,2,61,7,2,10,50,75,No,3,0.6552828963680283,4,Human Resources,1,108,2,Female,80,3,4,Research Scientist,Married,18364.0,20951,1,Y,No,11,4,1,40,3,36,1,4,4,4,5,9,21.0890756302521
35,Yes,Travel_Rarely,205,Research & Development,11,48,3,1,2,81,75,Yes,1,0.9937333081902744,4,Other,1,109,1,Male,21,2,3,Human Resources,Single,4014.0,13931,5,Y,No,20,4,1,40,3,17,0,1,9,5,0,11,19.789075630252103
48,No,Travel_Rarely,1323,Sales,4,63,1,4,4,7,100,Yes,1,0.7524245886085623,3,Medical,1,110,2,Female,86,4,4,Manager,Single,14500.0,24810,8,Y,No,21,4,2,40,2,9,0,2,9,5,4,11,18.952100840336133
30,No,Travel_Rarely,1475,Sales,22,80,4,3,2,87,104,No,4,0.7903522498251596,4,Other,1,111,4,Male,28,4,2,Manager,Divorced,19843.0,23903,9,Y,No,18,3,4,40,3,11,1,1,18,6,8,5,11.062184873949581
36,No,Travel_Frequently,1404,Sales,1,92,4,1,28,44,56,No,1,0.8742987389755935,4,Human Resources,1,112,3,Male,47,4,1,Human Resources,Married,19445.0,14722,9,Y,No,14,3,3,40,0,24,3,2,4,6,0,7,4.9411764705882355
36,No,Travel_Rarely,1405,Sales,13,76,3,2,21,64,81,Yes,4,0.3140887758831121,1,Technical Degree,1,113,4,Male,54,1,4,Research Scientist,Married,3202.0,11959,3,Y,No,14,4,1,40,3,4,2,3,8,6,3,7,12.804201680672268
47,Yes,Travel_Rarely,711,Sales,18,43,2,1,5,70,81,Yes,2,0.4939796136343674,4,Technical Degree,1,114,2,Female,52,4,4,Manager,Divorced,4333.0,17688,5,Y,No,12,4,4,40,2,39,1,2,4,6,1,7,3.104201680672269
34,No,Travel_Frequently,948,Research & Development,16,42,4,4,23,10,14,No,1,0.5931922983728432,2,Human Resources,1,115,1,Male,64,4,3,Human Resources,Single,14113.0,18633,8,Y,No,18,2,1,40,3,28,1,4,3,1,10,4,29.83529411764706
53,No,Travel_Rarely,1368,Sales,2,81,8,4,0,78,31,No,3,0.3221821362314624,2,Technical Degree,1,116,3,Male,71,2,1,Manager,Divorced,13939.0,10816,3,Y,No,13,1,2,40,1,38,2,3,0,3,5,11,11.178151260504201
53,Yes,Travel_Frequently,1047,Sales,9,81,8,2,4,69,116,Yes,2,0.4895278615475011,3,Technical Degree,1,117,4,Male,69,1,3,Human Resources,Married,7187.0,23962,0,Y,Yes,21,1,2,40,0,9,0,4,11,4,9,10,11.392436974789916
25,No,Travel_Frequently,953,Sales,27,72,8,3,20,62,78,No,2,0.748520316561267,4,Other,1,118,1,Male,93,3,4,Research Scientist,Single,8516.0,14577,2,Y,No,20,3,2,40,0,9,4,1,19,2,12,1,15.796638655462184
51,No,Non-Travel,528,Sales,12,90,5,2,13,19,49,No,2,0.4004116818815031,1,Life Sciences,1,119,1,Female,11,3,2,Sales Executive,Divorced,14324.0,13675,8,Y,No,23,1,1,40,2,18,0,2,18,8,13,0,6.123529411764705
58,No,Travel_Rarely,1161,Sales,5,32,7,1,8,33,57,No,4,0.5851489442842261,3,Other,1,120,1,Female,49,3,1,Laboratory Technician,Single,3273.0,23402,1,Y,No,23,3,1,40,3,29,1,4,4,0,14,0,35.5436974789916
44,No,Travel_Frequently,401,Sales,5,97,0,2,9,62,79,No,3,0.30921001562317996,1,Human Resources,1,121,1,Male,86,1,2,Human Resources,Married,17043.0,22238,5,Y,No,19,2,3,40,0,12,3,3,2,4,2,7,1.6991596638655462
36,Yes,Travel_Rarely,738,Sales,22,88,0,1,19,78,47,No,3,0.29127433781438034,3,Medical,1,122,2,Male,46,2,2,Sales Executive,Divorced,11316.0,14280,6,Y,Yes,24,3,3,40,3,22,2,3,16,5,13,8,6.118487394957983
50,No,Travel_Frequently,170,Sales,13,83,6,3,21,67,80,Yes,2,0.49384441930023115,3,Technical Degree,1,123,4,Male,83,1,1,Research Scientist,Single,7964.0,14078,4,Y,No,24,2,3,40,2,39,0,2,17,3,10,10,9.901680672268906
57,No,Travel_Rarely,745,Sales,16,98,4,2,27,7,27,No,2,0.7815505984537303,3,Other,1,124,1,Male,97,4,1,Sales Executive,Divorced,,21217,5,Y,No,19,4,1,40,1,1,0,2,6,9,11,3,1.8680672268907563
34,Yes,Travel_Rarely,624,Research & Development,26,31,1,1,10,30,34,Yes,2,0.6208998268069905,2,Human Resources,1,125,4,Female,58,3,4,Human Resources,Married,8453.0,14906,7,Y,Yes,24,1,3,40,0,21,1,1,5,8,3,10,34.78571428571429
53,No,Travel_Frequently,273,Sales,19,97,3,4,26,91,76,No,2,0.7026752941979195,1,Human Resources,1,126,1,Female,51,1,1,Laboratory Technician,Divorced,9873.0,11902,7,Y,No,10,4,2,40,0,36,1,3,3,0,1,2,2.291596638655462
28,Yes,Travel_Rarely,189,Sales,9,33,3,1,9,79,98,No,3,0.5224193033411649,3,Other,1,127,2,Male,52,4,4,Sales Executive,Divorced,11128.0,20811,3,Y,No,18,3,4,40,1,20,1,2,4,5,6,8,14.34705882352941
43,No,Travel_Frequently,467,Research & Development,16,67,5,3,22,75,30,No,4,0.6689710182325544,1,Other,1,128,4,Female,99,2,2,Sales Executive,Married,9600.0,13476,7,Y,No,20,1,3,40,0,24,3,2,1,9,1,0,17.57563025210084
49,Yes,Travel_Frequently,900,Human Resources,19,46,7,3,2,94,104,No,1,0.5872595097454425,2,Human Resources,1,129,1,Female,71,4,2,Sales Executive,Single,12540.0,11255,9,Y,No,14,2,4,40,3,32,4,3,7,0,11,5,7.16218487394958
23,No,Travel_Rarely,1330,Research & Development,4,56,2,3,27,81,119,Yes,2,0.5178628296693805,3,Technical Degree,1,130,4,Female,84,2,4,Laboratory Technician,Divorced,7290.0,24604,9,Y,No,24,3,1,40,0,11,0,2,17,7,13,5,22.7
27,No,Travel_Rarely,1185,Human Resources,28,44,6,3,15,19,58,No,2,0.21928112727994542,1,Technical Degree,1,131,3,Male,67,3,1,Research Scientist,Single,9078.0,12895,4,Y,No,15,1,3,40,0,31,2,1,7,2,13,7,29.346218487394957
49,No,Travel_Rarely,418,Research & Development,15,68,1,3,21,35,51,No,2,0.8763131555548174,3,Medical,1,132,3,Female,86,2,2,Research Scientist,Married,8580.0,22766,2,Y,No,19,2,2,40,3,4,1,2,3,2,8,4,16.32857142857143
49,Yes,Non-Travel,923,Research & Development,9,67,8,1,13,38,89,No,2,0.9618333261102199,4,Marketing,1,133,1,Male,51,1,1,Human Resources,Married,17475.0,22571,6,Y,Yes,20,4,2,40,2,23,3,4,3,3,11,2,18.324369747899162
41,Yes,Travel_Rarely,650,Research & Development,16,39,6,1,12,97,61,No,4,0.6239076551675881,1,Medical,1,134,2,Female,87,3,2,Sales Executive,Divorced,14681.0,20789,8,Y,No,17,2,4,40,3,22,4,2,13,6,8,11,9.853781512605043
51,No,Travel_Rarely,159,Research & Development,26,92,0,1,12,56,73,Yes,4,0.5575215274333838,3,Life Sciences,1,135,2,Female,31,1,1,Manager,Married,15361.0,12634,6,Y,No,16,4,3,40,3,21,4,1,0,7,9,3,4.184033613445378
32,No,Travel_Frequently,1228,Sales,24,87,3,1,2,63,95,No,3,0.8116159241520862,2,Technical Degree,1,136,4,Female,14,1,4,Sales Executive,Divorced,15288.0,13500,3,Y,No,22,3,1,40,0,26,4,3,1,3,2,0,7.339495798319328
49,Yes,Non-Travel,1362,Sales,6,91,1,2,27,48,102,No,1,0.21027782698841016,4,Other,1,137,1,Female,44,2,4,Laboratory Technician,Married,,14342,2,Y,Yes,10,3,1,40,3,18,3,1,16,2,1,9,4.957142857142857
46,Yes,Travel_Frequently,226,Research & Development,8,34,9,2,21,92,85,Yes,2,0.310781719978493,4,Marketing,1,138,4,Male,68,1,2,Research Scientist,Divorced,3781.0,12319,1,Y,No,16,3,1,40,2,34,3,3,4,2,4,2,28.514285714285716
54,No,Travel_Frequently,182,Research & Development,1,58,4,3,16,63,55,No,4,0.42203748031783617,4,Technical Degree,1,139,4,Male,52,1,3,Research Scientist,Single,2666.0,14575,6,Y,No,16,1,4,40,1,15,3,2,19,6,3,7,21.938655462184876
22,No,Travel_Rarely,1343,Sales,14,86,8,4,8,91,52,Yes,1,0.2671877471741187,4,Other,1,140,2,Female,68,4,1,Research Scientist,Single,13434.0,21438,4,Y,No,20,2,1,40,3,17,0,3,14,3,3,8,8.73109243697479
48,Yes,Travel_Rarely,1045,Sales,4,53,2,1,21,59,72,No,2,0.23670884038520104,2,Human Resources,1,141,3,Male,51,3,1,Manager,Single,8094.0,17315,6,Y,Yes,15,4,2,40,1,6,4,3,12,1,1,3,24.081512605042015
34,Yes,Travel_Rarely,685,Research & Development,10,67,4,2,5,51,10,No,1,0.9510174359266667,2,Life Sciences,1,142,1,Male,83,3,1,Sales Executive,Divorced,6850.0,10652,5,Y,Yes,15,4,4,40,0,15,4,3,12,3,10,8,17.325210084033614
24,Yes,Travel_Frequently,746,Research & Development,27,35,9,2,29,65,35,No,1,0.347730136982757,3,Technical Degree,1,143,2,Female,52,1,1,Human Resources,Divorced,15796.0,15876,9,Y,Yes,10,4,4,40,1,32,2,3,11,9,14,5,34.38823529411764
27,No,Travel_Frequently,989,Research & Development,16,49,1,4,28,66,83,Yes,1,0.6743227087586137,2,Marketing,1,144,3,Male,98,4,4,Research Scientist,Single,14402.0,24952,5,Y,No,22,3,3,40,0,36,1,3,5,0,8,1,25.909243697478992
29,No,Travel_Frequently,673,Human Resources,4,71,3,1,19,52,34,No,3,0.6309973358382531,2,Technical Degree,1,145,1,Female,86,1,1,Research Scientist,Divorced,18755.0,10449,0,Y,No,24,4,2,40,0,36,3,4,2,0,6,8,15.185714285714285
48,No,Travel_Frequently,612,Sales,2,51,1,1,13,79,98,No,2,0.4289294079334095,1,Marketing,1,146,3,Female,61,4,2,Sales Executive,Married,5087.0,18956,7,Y,No,18,2,1,40,0,22,2,4,18,1,9,5,24.94705882352941
30,Yes,Travel_Rarely,1202,Sales,2,62,7,1,20,65,116,No,4,0.7180309433370468,1,Marketing,1,147,1,Female,36,4,2,Human Resources,Married,6645.0,21469,3,Y,Yes,10,4,3,40,2,9,2,3,9,4,7,10,20.692436974789914
58,No,Travel_Rarely,164,Sales,13,75,6,1,19,70,13,No,1,0.46036365606391555,2,Human Resources,1,148,4,Female,50,1,3,Human Resources,Married,4470.0,22254,6,Y,No,19,3,4,40,2,19,2,2,2,7,4,1,13.732773109243698
54,Yes,Travel_Rarely,282,Research & Development,11,83,6,1,21,30,91,No,2,0.5660891503814484,4,Marketing,1,149,1,Female,22,3,3,Research Scientist,Married,15481.0,23728,8,Y,Yes,16,3,4,40,3,14,1,2,10,4,3,8,9.929411764705883
45,No,Travel_Rarely,1189,Sales,10,71,6,4,22,44,69,No,2,0.5046050236925435,2,Medical,1,150,1,Male,68,1,3,Sales Executive,Divorced,15089.0,13249,9,Y,No,24,4,1,40,2,37,3,3,2,2,11,0,15.873949579831933
36,Yes,Travel_Frequently,934,Sales,25,80,8,2,16,64,52,Yes,4,0.9285498514551604,3,Life Sciences,1,151,2,Male,36,4,3,Manager,Married,13506.0,21143,0,Y,Yes,14,4,4,40,2,16,4,4,18,3,5,3,11.731092436974789
53,No,Travel_Rarely,1331,Sales,6,97,1,4,13,91,81,Yes,4,0.9443750345865866,2,Human Resources,1,152,2,Male,87,2,2,Research Scientist,Divorced,14309.0,10906,8,Y,No,24,4,1,40,0,18,0,2,8,4,7,2,1.9042016806722688
53,Yes,Travel_Frequently,153,Sales,7,34,5,2,2,72,16,Yes,3,0.49923088921480335,2,Technical Degree,1,153,3,Male,82,3,4,Research Scientist,Married,14848.0,23977,5,Y,Yes,22,4,4,40,0,31,0,1,12,6,10,6,8.540336134453781
45,Yes,Travel_Frequently,1344,Sales,27,71,3,1,1,40,26,No,3,0.3975852802427028,1,Technical Degree,1,154,1,Male,77,4,2,Laboratory Technician,Divorced,7699.0,24102,6,Y,Yes,17,3,4,40,0,14,0,3,15,5,0,1,15.165546218487394
33,Yes,Travel_Rarely,335,Research & Development,27,49,9,2,26,87,15,Yes,3,0.7892346226261493,1,Human Resources,1,155,1,Female,10,4,3,Manager,Single,2181.0,24219,6,Y,No,19,4,3,40,3,33,4,4,11,3,13,5,30.837815126050423
23,Yes,Travel_Rarely,988,Research & Development,15,83,5,1,27,59,51,No,1,0.45206820056424857,2,Human Resources,1,156,3,Male,42,3,4,Human Resources,Married,8930.0,20949,4,Y,Yes,23,4,3,40,1,17,1,3,18,4,11,8,9.628571428571428
24,Yes,Travel_Rarely,711,Research & Development,20,37,8,3,4,77,53,No,4,0.5847194900600615,4,Marketing,1,157,2,Male,53,3,4,Laboratory Technician,Married,5782.0,18433,7,Y,No,11,4,1,40,2,15,1,2,2,0,1,9,31.233613445378154
58,No,Travel_Rarely,1058,Sales,19,64,0,1,23,86,30,No,3,0.6350156110088447,2,Other,1,158,1,Male,35,2,4,Sales Executive,Divorced,12256.0,12317,4,Y,No,14,4,1,40,1,3,3,1,13,9,12,8,18.07563025210084
38,No,Travel_Frequently,537,Research & Development,3,38,1,3,4,15,11,Yes,1,0.9895522410653932,3,Marketing,1,159,4,Male,74,4,3,Research Scientist,Divorced,15334.0,19710,9,Y,No,10,4,4,40,2,21,2,2,15,0,12,4,31.227731092436976
23,No,Travel_Rarely,1103,Research & Development,21,42,5,2,8,21,22,No,2,0.5063924906668104,4,Technical Degree,1,160,1,Female,14,1,2,Manager,Single,15445.0,19584,9,Y,No,13,2,2,40,1,20,2,2,5,2,1,8,30.05546218487395
23,No,Travel_Frequently,1226,Sales,27,51,6,1,29,91,41,No,2,0.5278859703111225,4,Technical Degree,1,161,3,Male,63,1,1,Human Resources,Single,16964.0,15412,2,Y,No,24,1,2,40,2,7,3,4,9,7,12,11,25.803361344537816
49,No,Travel_Frequently,793,Sales,14,69,2,2,16,16,86,No,4,0.25456119430075236,2,Technical Degree,1,162,3,Male,55,2,4,Laboratory Technician,Married,18570.0,11471,5,Y,No,13,4,1,40,0,6,2,3,11,2,9,2,16.116806722689073
44,Yes,Travel_Rarely,1062,Research & Development,22,65,0,1,10,47,38,No,3,0.7303484175237495,4,Marketing,1,163,1,Female,34,4,4,Laboratory Technician,Single,7509.0,19114,9,Y,Yes,13,4,4,40,1,17,4,1,16,5,1,1,17.59579831932773
58,No,Travel_Frequently,1231,Research & Development,30,70,6,4,5,78,14,No,2,0.35282934247176745,4,Marketing,1,164,1,Female,67,4,4,Human Resources,Single,2530.0,14645,2,Y,No,13,4,3,40,3,8,4,1,15,1,13,0,16.235294117647058
53,No,Travel_Frequently,623,Sales,2,36,1,2,2,68,99,Yes,1,0.6908647121176221,1,Medical,1,165,2,Female,39,4,2,Research Scientist,Divorced,5299.0,14916,5,Y,No,13,1,4,40,2,13,1,3,5,9,5,8,32.44957983193277
54,No,Travel_Frequently,503,Sales,23,84,5,3,14,88,111,No,4,0.3935876442907768,4,Human Resources,1,166,3,Male,39,2,1,Manager,Single,9395.0,17527,6,Y,No,23,3,4,40,0,18,0,4,19,6,2,0,9.27983193277311
22,No,Travel_Rarely,442,Sales,16,42,3,1,17,77,105,Yes,1,0.9556024243688652,4,Human Resources,1,167,2,Female,51,3,1,Manager,Single,,10433,2,Y,No,16,2,4,40,2,36,1,1,3,7,0,5,29.864705882352943
40,Yes,Travel_Rarely,899,Sales,23,49,9,1,3,5,91,Yes,3,0.26447223736082565,2,Technical Degree,1,168,2,Male,70,4,2,Laboratory Technician,Single,3913.0,11068,0,Y,Yes,17,1,1,40,3,19,3,3,2,5,14,8,27.529411764705884
23,Yes,Travel_Rarely,1450,Sales,17,48,3,1,18,83,26,No,3,0.9438213278847876,3,Technical Degree,1,169,3,Male,75,2,2,Human Resources,Divorced,6645.0,10577,5,Y,No,13,3,4,40,2,39,0,2,6,8,12,5,7.165546218487394
47,No,Travel_Rarely,313,Sales,15,52,8,1,26,72,93,No,4,0.6405981102679782,1,Technical Degree,1,170,2,Male,41,2,2,Human Resources,Single,18639.0,15732,3,Y,No,12,3,1,40,0,24,2,1,16,8,4,6,25.834453781512607
53,No,Travel_Frequently,1123,Sales,30,82,6,1,24,56,24,No,4,0.9497053314032138,3,Marketing,1,171,2,Male,19,2,3,Human Resources,Married,10071.0,24217,1,Y,No,19,3,1,40,2,38,2,1,19,0,1,1,10.260504201680671
27,Yes,Travel_Frequently,421,Research & Development,29,66,0,1,13,39,69,No,3,0.5945148075723621,2,Technical Degree,1,172,1,Male,72,2,3,Sales Executive,Divorced,9501.0,23826,5,Y,Yes,19,4,3,40,1,17,0,2,1,1,6,4,17.173949579831934
53,Yes,Non-Travel,1201,Human Resources,13,49,3,2,27,83,88,Yes,3,0.2360370755789962,4,Human Resources,1,173,3,Male,19,3,4,Research Scientist,Single,14395.0,13123,2,Y,Yes,24,3,3,40,2,39,4,3,16,5,12,1,26.3218487394958
25,Yes,Travel_Rarely,1178,Sales,29,48,9,1,24,10,77,No,4,0.35828655763860146,3,Marketing,1,174,4,Male,27,2,2,Sales Executive,Single,15161.0,23180,3,Y,Yes,23,1,1,40,1,24,2,3,3,0,6,3,27.994117647058825
32,No,Travel_Rarely,883,Sales,29,47,5,3,7,39,82,No,3,0.4811213403763727,4,Life Sciences,1,175,4,Male,45,1,2,Research Scientist,Married,16491.0,19460,8,Y,No,15,4,3,40,3,11,3,4,10,1,13,2,27.70672268907563
38,No,Travel_Frequently,955,Sales,12,97,1,3,22,83,53,No,2,0.9500764309367884,4,Medical,1,176,4,Male,45,3,2,Laboratory Technician,Divorced,15063.0,22399,5,Y,No,22,4,1,40,1,8,3,1,14,2,4,8,1.8336134453781512
59,No,Travel_Rarely,1194,Research & Development,7,90,3,2,25,31,119,No,3,0.807450682641518,4,Life Sciences,1,177,1,Male,98,1,4,Manager,Married,4168.0,12228,1,Y,No,15,4,4,40,0,28,4,2,19,0,8,8,5.9
45,Yes,Travel_Rarely,1191,Research & Development,29,75,1,1,18,78,42,No,2,0.6813070751400524,1,Other,1,178,4,Male,36,4,3,Research Scientist,Single,14540.0,13862,6,Y,Yes,10,4,1,40,1,11,2,4,16,1,12,10,12.805882352941175
26,No,Travel_Rarely,279,Research & Development,20,77,0,4,13,89,19,No,3,0.5517120915724495,3,Human Resources,1,179,1,Female,14,3,1,Research Scientist,Divorced,8972.0,18962,8,Y,No,22,1,1,40,2,2,0,1,12,9,12,9,11.547899159663865
55,No,Travel_Rarely,479,Research & Development,20,49,0,1,26,8,56,No,4,0.557486322536191,2,Life Sciences,1,180,4,Male,99,1,2,Sales Executive,Married,18140.0,19294,7,Y,No,17,2,3,40,0,14,1,2,12,3,2,8,25.641176470588235
27,Yes,Travel_Frequently,1032,Research & Development,3,48,8,1,2,74,116,No,2,0.7220908288558737,2,Medical,1,181,4,Female,46,1,3,Sales Executive,Married,5577.0,15648,4,Y,No,17,4,3,40,0,39,4,4,5,8,1,11,2.892436974789916
43,No,Travel_Rarely,549,Human Resources,9,63,8,4,12,5,10,No,3,0.7762283316910469,2,Human Resources,1,182,4,Female,59,3,2,Research Scientist,Divorced,,17372,5,Y,No,10,1,2,40,3,1,0,3,4,6,1,0,20.125210084033615
32,No,Travel_Frequently,1384,Sales,3,36,3,3,22,36,49,Yes,2,0.581927245208515,3,Other,1,183,1,Female,76,4,2,Laboratory Technician,Divorced,18150.0,22046,6,Y,No,11,1,3,40,2,39,3,4,16,2,13,7,32.72352941176471
37,No,Travel_Frequently,230,Human Resources,16,79,7,1,3,6,82,No,4,0.838585039923272,4,Human Resources,1,184,2,Female,39,3,3,Manager,Divorced,16886.0,17201,7,Y,No,23,3,3,40,1,38,3,1,2,6,2,2,12.10672268907563
54,Yes,Travel_Rarely,1357,Research & Development,20,82,9,2,23,60,31,Yes,3,0.6195564513416736,2,Technical Degree,1,185,3,Female,30,2,4,Laboratory Technician,Divorced,14060.0,10180,8,Y,Yes,21,4,2,40,3,33,2,1,10,9,10,3,10.878151260504202
30,No,Non-Travel,1003,Research & Development,3,40,6,1,0,94,35,Yes,3,0.6118537579842998,2,Technical Degree,1,186,3,Female,51,4,4,Sales Executive,Married,11866.0,16030,2,Y,No,18,4,1,40,3,39,1,4,14,5,3,2,31.288235294117648
27,No,Travel_Rarely,1277,Research & Development,8,37,4,2,16,55,44,Yes,4,0.7187399046819218,4,Technical Degree,1,187,3,Female,75,1,3,Research Scientist,Divorced,5353.0,10810,7,Y,No,14,1,3,40,0,6,0,2,0,0,14,4,32.410924369747896
37,Yes,Non-Travel,429,Human Resources,8,61,9,1,6,83,42,No,1,0.8353542806206765,4,Medical,1,188,1,Male,25,4,4,Research Scientist,Divorced,13642.0,10623,8,Y,Yes,14,2,2,40,0,23,2,3,4,7,5,8,21.405882352941177
50,No,Travel_Rarely,736,Human Resources,26,92,1,2,8,43,19,No,1,0.6776186634880523,1,Other,1,189,2,Male,15,1,1,Manager,Divorced,19383.0,12674,1,Y,No,24,1,4,40,1,8,3,1,11,1,9,3,4.2478991596638656
24,No,Travel_Frequently,152,Sales,24,84,8,3,17,82,70,Yes,2,0.938269139105322,4,Other,1,190,3,Female,37,3,3,Sales Executive,Married,2890.0,17244,5,Y,No,19,1,4,40,0,8,2,3,3,9,5,9,9.776470588235293
41,Yes,Travel_Rarely,567,Sales,15,35,6,2,20,90,47,Yes,4,0.9012738282986791,4,Other,1,191,1,Male,85,4,1,Research Scientist,Divorced,12710.0,16946,7,Y,No,18,3,2,40,0,22,0,2,17,1,3,3,7.318487394957983
57,No,Travel_Frequently,739,Human Resources,5,92,3,3,1,60,28,No,2,0.815911547321688,1,Human Resources,1,192,1,Female,72,1,1,Sales Executive,Single,14955.0,17386,7,Y,No,12,4,4,40,1,11,4,2,10,7,6,0,4.670588235294117
40,No,Travel_Frequently,512,Sales,13,46,9,1,11,43,77,Yes,3,0.5697907515946992,1,Human Resources,1,193,1,Female,47,1,1,Human Resources,Married,13720.0,21107,4,Y,No,14,3,4,40,2,18,1,3,16,0,12,2,28.994117647058825
47,No,Travel_Rarely,1137,Sales,15,55,1,1,24,54,92,No,3,0.6902488307133742,3,Technical Degree,1,194,2,Female,28,3,1,Human Resources,Single,15344.0,14816,9,Y,No,13,2,1,40,0,33,0,2,7,2,12,7,22.931932773109242
24,Yes,Non-Travel,595,Sales,7,46,1,1,24,83,16,Yes,3,0.605313682416798,2,Marketing,1,195,4,Male,78,2,4,Human Resources,Single,,18120,7,Y,Yes,21,1,3,40,3,6,4,2,13,5,11,0,10.24033613445378
40,Yes,Travel_Rarely,467,Research & Development,12,33,2,1,0,70,21,Yes,3,0.204956255248473,2,Life Sciences,1,196,4,Male,59,2,4,Sales Executive,Single,3164.0,17685,7,Y,No,24,1,2,40,0,15,0,2,17,2,8,9,19.45294117647059
41,Yes,Travel_Rarely,638,Research & Development,3,41,5,2,10,70,100,No,1,0.7303233413819573,2,Marketing,1,197,1,Male,46,4,3,Human Resources,Divorced,,13289,8,Y,No,17,4,3,40,1,22,0,4,1,2,2,11,23.752100840336134
53,No,Travel_Frequently,736,Sales,8,51,0,1,15,75,41,No,3,0.9324784693364498,1,Marketing,1,198,2,Male,75,4,2,Laboratory Technician,Married,,11620,1,Y,No,18,1,2,40,3,38,2,4,1,8,14,0,24.603361344537817
28,Yes,Travel_Frequently,614,Research & Development,10,32,4,2,22,78,36,No,1,0.6151221753980184,1,Medical,1,199,1,Female,11,3,1,Manager,Divorced,9713.0,24813,8,Y,No,18,3,2,40,2,25,3,4,11,8,2,6,2.890756302521009
54,No,Travel_Rarely,580,Research & Development,2,92,9,1,14,80,66,Yes,4,0.3364100002258512,1,Life Sciences,1,200,4,Male,69,1,2,Manager,Divorced,6868.0,17132,0,Y,No,23,4,4,40,3,36,1,4,11,9,4,7,5.966386554621849
39,No,Travel_Rarely,513,Sales,8,46,2,1,26,73,94,Yes,4,0.5675795246258027,3,Marketing,1,201,2,Female,10,4,2,Human Resources,Married,3897.0,17327,9,Y,No,12,4,4,40,2,21,0,4,0,9,13,9,27.636974789915964
22,Yes,Non-Travel,327,Sales,22,31,6,1,15,70,63,No,4,0.2024300036140046,1,Marketing,1,202,1,Male,45,1,4,Laboratory Technician,Divorced,19335.0,15294,2,Y,Yes,19,3,1,40,2,6,2,1,11,7,10,6,16.358823529411765
32,Yes,Travel_Frequently,236,Research & Development,18,68,6,2,13,23,78,Yes,2,0.7919086205011476,4,Technical Degree,1,203,2,Male,28,2,2,Human Resources,Divorced,10177.0,22201,7,Y,Yes,17,1,4,40,1,31,4,1,1,9,9,5,17.396638655462183
49,Yes,Travel_Rarely,1363,Human Resources,12,62,9,1,0,52,92,No,2,0.7348019459085099,4,Marketing,1,204,3,Female,59,2,1,Human Resources,Divorced,15094.0,21756,6,Y,Yes,24,1,1,40,2,30,1,2,9,6,9,6,21.031932773109244
46,No,Travel_Rarely,890,Sales,22,61,4,3,6,3,16,Yes,1,0.7213232286488654,2,Marketing,1,205,4,Female,55,2,1,Human Resources,Single,19483.0,16155,3,Y,No,19,4,3,40,0,7,1,2,11,7,8,4,20.340336134453782
44,No,Non-Travel,934,Research & Development,27,50,8,4,7,49,87,No,2,0.5471806379366425,1,Human Resources,1,206,3,Female,61,4,2,Laboratory Technician,Divorced,,16442,6,Y,No,15,3,3,40,0,36,0,4,16,4,11,9,26.81932773109244
52,No,Travel_Frequently,571,Research & Development,26,82,9,2,15,70,82,Yes,3,0.5136135552803114,3,Medical,1,207,4,Female,44,2,1,Sales Executive,Married,11133.0,20988,8,Y,No,10,2,2,40,3,3,0,3,10,9,5,10,11.00672268907563
51,Yes,Non-Travel,617,Sales,18,93,7,2,0,20,46,No,2,0.4181287934081499,4,Human Resources,1,208,3,Female,15,1,3,Laboratory Technician,Single,8358.0,13323,7,Y,Yes,23,3,4,40,1,7,0,2,18,9,14,5,5.015966386554622
56,No,Travel_Rarely,404,Research & Development,19,95,8,4,18,79,59,No,2,0.9329077760521276,3,Technical Degree,1,209,2,Female,37,1,3,Research Scientist,Divorced,14749.0,22800,2,Y,No,10,4,3,40,1,2,4,1,5,4,13,1,4.248739495798319
